Genre,Poem
Death,"I will not walk in the wood to-night, I will not stand by the water’s edge And see day lie on the dusk’s bright ledge Until it turn, a star at its breast, To rest.I will not see the wide-flung hills Closing darkly about my grief, I wore a crown of their lightest leaf, But now they"
Death,"I wind the sheet of elegywhile he's still alive, I can't help it, I follow his breath while he sleeps,greet each coming and going, with an Ave.                   (Because of how the quick become the dead.)But right now he's showering with a gospel choir, radiohalf on and half off that station. And today's heaven is half hell,half whole, half"
Death,"I woke up real early to write about death (the lake through the trees) from the angle of the angel. There's the kind of angel that when I say Someone please push me out of the way Of this bad poem like it was a bus.—well, it comes running & tackles me and oh,"
Death,I. the mind wanders as a line of poetry taking flight meanders in the way birds spreading wings lift into space knowing skies are full of surprises like errançities encountering restless journeys as in the edgy solos of miles davis or jimi hendrixlisten to night-song of sea waves crashing in foaming with voices carrying liquid
Death,"I'm few deja-vus from repeating my whole life I need to study the shapes of things before death Before declaring myself a better failure: waiting mostly for files to get uploaded or downloaded. My movements are by the book. I will remember history, all of it, before uttering the next sentence And in its"
Death,"if i believein death be sureof thisit is because you have loved me,moon and sunsetstars and flowersgold crescendo and silver muting of seatidesi trusted not, "
Death,If I had a million lives to live
Death,"If I should die,And you should live,And time should gurgle on,And morn should beam,And noon should burn,As it has usual done;If birds should build as early,And bees as bustling go,—One might depart at optionFrom enterprise below!’T is sweet to know that stocks will standWhen we with daisies lie,That commerce will"
Death,if the body is just a parableabout the body if breathis a leash to hold the mindthen staying alive should beeasier than it is most sickthings become dead thingsat twenty-four my liver was already covered in fatty rot my mother filled a tiny coffin with picture frames
Death,"If trees fall in a wood and no one hears them,Do they exist except as a page of linesThat words of rapture or grief are written on?They are lines too while alive, pointing awayFrom the primer of damped air and leafmoldThat underlie, or would if certain of themWere not melon"
Death,"in memoryEventually one dreams the real thing.The cave as it was, what we paid to straddleone skinny box-turned-seat down the middle, narrow boatmade special for the state park, the wet, the trickypassing into"
Death,"In misty cerements they wrapped the word My heart had feared so long: dead... dead... I heard But marvelled they could think the thing was true Because death cannot be for such as you. So while they spoke kind words to suit my need Of foolish idle things my heart took heed, Your racquet and worn-out"
Death,in paradise that i said lake should jumpinto a you          so how’d i miss the maw andrun from paradise into below the spoutand ride the rim and circle down the furwhere white collects to silver ringbefore the drop          the lightless part i dareyou not to think of abe while coursingcoursed half crane's
Death,"In the cold heavy rain, through its poor lens,a woman who might be a man writes with a can of blue paint large numbers on the sides of beached whales—even on the small one who is still living, heavingthere next to its darkening mother where the very air is a turnstile…I’m certain this woman is"
Death,"In the steamer is the troutseasoned with slivers of ginger, two sprigs of green onion, and sesame oil.We shall eat it with rice for lunch,brothers, sister, my mother who willtaste the sweetest meat of the head,holding"
Death,It began:1. Life is not fair2. How can I be happy while others suffer3. How can I not be happy while others suffer4. Others will suffer whether or not I am happy5. It is not the suffering of others that causes my happiness6. It is not the not-suffering of others
Death,"It is 3:00 in the torpid New South, three days past Bastille Day & yes         this is the form you fashioned, isn't it? Exact & fast & haunted as the opening chords of ""Sweet Jane""         (Mott the Hoople version), which pulses from the minivan as I drive from shrink to soccer camp, shirtpocket         staining my"
Death,"It to take; or was it to be unpacked?Packed it might signify death. The windDeath the wind calculating your lesson—hast thou learned a thing? The name ofa thing. I am still defiant, of the presumption,as articulated. I passed himin his velveteen jacket worn elbows. Theenculturated elbows of Death need patches.Do"
Death,"It's the start of baseball season, and I am thinking againas I do every yearin early April nowthat I live in Californiawhere afternoon is a bluespan to languidly crossof those long onesyou used to sort of sleepthrough getting drunkon many beers, lying"
Death,"junk yard, Goodwill, crushed cans, buy-1-get-1-free, re-runs, dead leaves in the pool, no lifeguard, landlord no English, bounced check, smog check, two—no, need three jobs, back entrance, under the table, no ride after school, loud dogs, mean neighbors, no neighbors, someone died there, FOR RENT sign, up for months, rusted"
